name,class,branch,faction,stars,position,tags,trait,availability,icon,description,phrase,file_no.,gender,height,mobility,endurance,internal_name,base_hp,elite_1_hp,elite_2_hp,max_hp,trust_hp,base_atk,elite_1_atk,elite_2_atk,max_atk,trust_atk,base_def,elite_1_def,elite_2_def,max_def,trust_def,base_res,elite_1_res,elite_2_res,max_res,base_redeploy,elite_1_redeploy,elite_2_redeploy,max_redeploy,base_dp_cost,elite_1_dp_cost,elite_2_dp_cost,max_dp_cost,base_block,elite_1_block,elite_2_block,max_block,base_interval,elite_1_interval,elite_2_interval,max_interval,images,experience,place_of_birth,date_of_birth,race,infection_status,strength,tactical_acumen,combat_skill,arts_adaptability
Fartooth,Sniper,Deadeye,Pinus Sylvestris,6-star,Ranged,['DPS'],Prioritizes attacking the enemy with lowest DEF within range first,Headhunting,https://static.wikia.nocookie.net/mrfz/images/a/ae/Fartooth_icon.png/revision/latest/scale-to-width-down/120?cb=20211015093408,"""Fartooth"" Knight Justyna will not miss.","Not a great fan of commotion, but even less a fan of solitude.",KZ13,Female,155 cm,Excellent,Standard,char_430_fartth,749,973,1217,1522,,533,744,980,1196,100.0,79,106,133,163,,0,0,0,0,70s,70s,70s,70s,20,20,22,22,1,1,1,1,2.7s,2.7s,2.7s,2.7s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/0/0e/Fartooth.png/revision/latest?cb=20211212085203', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/f/fb/Fartooth_Elite_2.png/revision/latest?cb=20211015093407'}",4 years,Kazimierz,October 10th,Liberi,Confirmed infected by medical examination.,Standard,Normal,Excellent,Standard
Fiammetta,Sniper,Artilleryman,Laterano,6-star,Ranged,['DPS'],Deals AOE Physical Damage,[CN] Headhunting,https://static.wikia.nocookie.net/mrfz/images/1/1d/Fiammetta_icon.png/revision/latest/scale-to-width-down/120?cb=20220315042915,"Fiammetta, senior commissioner of the Laterano Notarial Hall, will persevere to the end as long as she sets upon a goal.",Don't ask her codenames or she'll find the opportunity to kill you.,LT11,Female,171 cm,Excellent,Excellent,char_300_phenxi,985,1232,1540,1926,,375,536,671,861,100.0,80,104,132,156,,0,0,0,0,70s,70s,70s,70s,25,25,27,29,1,1,1,1,2.8s,2.8s,2.8s,2.8s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/b/b0/Fiammetta.png/revision/latest?cb=20220315043111', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/1/18/Fiammetta_Elite_2.png/revision/latest?cb=20220315043108'}",4 years,Laterano,April 3rd,Liberi,Medical tests have confirmed that no infection is present.,Standard,Standard,Excellent,Standard
Flametail,Vanguard,Pioneer,Pinus Sylvestris,6-star,Melee,"['DP-Recovery', 'Survival']",Blocks 2 enemies,Headhunting,https://static.wikia.nocookie.net/mrfz/images/6/67/Flametail_icon.png/revision/latest/scale-to-width-down/120?cb=20211101070414,"Flametail Knight Sona, shooting through the battlefield like fire.","Two things make her a standout leader–her mind, and her smile.",KZ11,Female,159 cm,Excellent,Standard,char_420_flamtl,864,1138,1560,2138,,216,314,431,526,85.0,157,231,313,392,,0,0,0,0,70s,70s,70s,70s,12,12,14,14,2,2,2,2,1.05s,1.05s,1.05s,1.05s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/c/c7/Flametail.png/revision/latest?cb=20211101070421', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/9/93/Flametail_Elite_2.png/revision/latest?cb=20211101070107'}",6 years,Kazimierz,October 8th,Zalak,"Originium crystals distributed across skin surface, confirmed Infected by medical examination.",Standard,Excellent,Standard,Standard
Gladiia,Specialist,Hookmaster,Abyssal Hunters,6-star,Melee,"['Shift', 'DPS', 'Crowd-Control']",Can Shift enemies by using skillsCan be deployed on Ranged Grids,Under Tides (Try to Survive),https://static.wikia.nocookie.net/mrfz/images/b/b5/Gladiia_icon.png/revision/latest/scale-to-width-down/120?cb=20210501160253,"Rhodes Island Ægir Affairs Officer-in-Charge Gladiia, now inclined to divulge some information to you.",Etiquette in spoken language and vileness of personality have little to do with each other.,AA05,Female,181 cm,■■,Outstanding,char_474_glady,999,1350,1754,2309,,344,492,640,801,50.0,144,213,281,331,50.0,0,0,0,0,80s,80s,80s,80s,14,14,16,16,2,2,2,2,1.8s,1.8s,1.8s,1.8s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/2/2c/Gladiia.png/revision/latest?cb=20210501161201', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/4/4c/Gladiia_Elite_2.png/revision/latest?cb=20210501161214'}",17 years,Ægir,November 6th,Undisclosed[note 1],"Medical tests have confirmed that no infection is present.With her confirmation, all files pertaining to Gladiia have been moved to the high clearance database.",Outstanding,Excellent,Outstanding,Flawed
Gnosis,Supporter,Hexer,Karlan Commercial,6-star,Ranged,['Debuff'],Deals Arts Damage,[CN] Headhunting,https://static.wikia.nocookie.net/mrfz/images/c/c3/Gnosis_icon.png/revision/latest/scale-to-width-down/120?cb=20211221061720,"Gnosis, former technology officer of Karlan Trade CO., LTD., cares not to any matters but those related to technology.","Rest assured, as what he will carry out what he had promised to you. The premise is that you can get along with him.",JC02,Male,188 cm,Standard,Standard,char_206_gnosis,798,1174,1587,2035,,205,294,377,455,80.0,61,88,116,132,,15,15,20,25,70s,70s,70s,70s,11,11,13,13,1,1,1,1,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/9/94/Gnosis.png/revision/latest?cb=20211221061803', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/4/45/Gnosis_Elite_2.png/revision/latest?cb=20211221061802', 'Forerunner': 'https://static.wikia.nocookie.net/mrfz/images/f/f0/Gnosis_Skin_1.png/revision/latest?cb=20220502081308'}",None,Kjerag,December 11th,Liberi,Medical tests have confirmed that no infection is present.,Standard,Excellent,Standard,Excellent
Goldenglow,Caster,Mech-Accord,Victoria,6-star,Ranged,['DPS'],"Controls a Drone to deal Arts damage to an enemy; When the Drone continuously attacks the same enemy, its damage will increase (up to 110% of the operator's ATK)[note 1]",[CN] Headhunting,https://static.wikia.nocookie.net/mrfz/images/7/72/Goldenglow_icon.png/revision/latest/scale-to-width-down/120?cb=20220215105033,"Hairdresser and newbie Caster Goldenglow, currently in deep struggle within the cycle of electric discharge and shock.",Bzzz!,VC09,Female,159 cm,Normal,Normal,char_377_gdglow,605,865,1124,1480,,153,216,278,331,60.0,50,76,105,125,,10,10,15,20,70s,70s,70s,70s,20,20,22,22,1,1,1,1,1.3s,1.3s,1.3s,1.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/c/cb/Goldenglow.png/revision/latest?cb=20220215105335', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/f/f7/Goldenglow_Elite_2.png/revision/latest?cb=20220215105332'}",None,Victoria,January 7th,Feline,Confirmed infected by medical examination.,Normal,Normal,Normal,Excellent
Hellagur,Guard,Musha,Ursus,6-star,Melee,"['DPS', 'Survival']",Can't be healed by other units. Recovers 30/50/70 self HP every time this operator attacks an enemy,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/d/d9/Hellagur_icon.png/revision/latest/scale-to-width-down/120?cb=20220413061125,"Hellagur, the visionary Azazel Guard, is joining you to help you achieve your goals.","Violence should only be used as a last resort, but make sure you're ready to use it.",AZ01,Male,193 cm,Excellent,Standard,char_188_helage,1568,2179,2868,3825,400.0,340,486,632,762,70.0,160,220,283,334,,0,0,0,0,70s,70s,70s,70s,22,22,24,26,1,1,1,1,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/6/66/Hellagur.png/revision/latest?cb=20191104023819', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/c/ca/Hellagur_Elite_2.png/revision/latest?cb=20191104023819', 'Octopath Illusion': 'https://static.wikia.nocookie.net/mrfz/images/f/f6/Hellagur_Skin_1.png/revision/latest?cb=20210417160918'}",44 years,Ursus,May 5th,Liberi,Crystals have appeared on his body. Infection confirmed by medical examination.,Excellent,Excellent,Outstanding,Standard
Horn,Defender,Fortress,Victoria,6-star,Melee,"['DPS', 'Defense']","When not blocking enemies, prioritizes dealing ranged AoE Physical damage",[CN] Headhunting,https://static.wikia.nocookie.net/mrfz/images/6/6c/Horn_icon.png/revision/latest/scale-to-width-down/120?cb=20220414043445,Victorian soldier Horn stands with you throughout the crisis.,"Her shells are as quick as the tempest, and her shield is as hard as an iron wall.",VC16,Female,168 cm,Excellent,Standard,char_4039_horn,1237,1650,2200,3067,300.0,483,620,776,936,70.0,223,334,452,620,,0,0,0,0,70s,70s,70s,70s,24,24,26,28,2,2,3,3,2.8s,2.8s,2.8s,2.8s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/5/58/Horn.png/revision/latest?cb=20220414175142', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/3/37/Horn_Elite_2.png/revision/latest?cb=20220414044020'}",9 years,Victoria,November 1st,Lupo,Medical tests have confirmed that no infection is present.,Standard,Standard,Standard,Excellent
Hoshiguma,Defender,Protector,Lungmen Guard Department,6-star,Melee,"['Defense', 'DPS']",Blocks 3 enemies,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/f/f8/Hoshiguma_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082901,"Hoshiguma, member of the Special Service of Lungmen Guard Department, is awaiting your orders.",Stand by her side when you are scared. It really helps.,LM05,Female,184 cm,Standard,Outstanding,char_136_hsguma,1602,2165,2849,3850,,221,284,356,430,60.0,257,384,527,723,60.0,0,0,0,0,70s,70s,70s,70s,19,19,21,23,3,3,3,3,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/a/aa/Hoshiguma.png/revision/latest?cb=20190627031440', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/e/eb/Hoshiguma_Elite_2.png/revision/latest?cb=20190627031440', 'Patrolling Ronin': 'https://static.wikia.nocookie.net/mrfz/images/c/c2/Hoshiguma_Skin_1.png/revision/latest?cb=20200719101839'}",7 years,Higashi,January 20th,Oni,"Uninfected, confirmed by medical examination.",Excellent,Standard,Excellent,Normal
Ifrit,Caster,Blast,Rhine Lab,6-star,Ranged,"['AoE', 'Debuff']",Deals AOE Arts Damage in a long line,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/b/b0/Ifrit_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082902,"Ifrit, former test subject of Rhine Lab, will incinerate all of Silence's enemies.","She was born to set things on fire, and it has become a hobby of hers.",RL03,Female,159 cm,Standard,Standard,char_134_ifrit,687,982,1276,1680,,377,563,722,870,110.0,52,79,109,130,,10,10,15,20,70s,70s,70s,70s,31,31,34,34,1,1,1,1,2.9s,2.9s,2.9s,2.9s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/b/b5/Ifrit.png/revision/latest?cb=20190625063649', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/b/b2/Ifrit_Elite_2.png/revision/latest?cb=20190625063650', 'Sunburn SS.SP': 'https://static.wikia.nocookie.net/mrfz/images/d/df/Ifrit_Skin_1.png/revision/latest?cb=20200201075626', ""Children's Party"": 'https://static.wikia.nocookie.net/mrfz/images/6/6b/Ifrit_Skin_2.png/revision/latest?cb=20200201075233'}",None,Unknown,July 22nd,Sarkaz,See Trivia,Normal,Flawed,Normal,Outstanding
Irene,Guard,Swordmaster,Iberia,6-star,Melee,"['Nuker', 'DPS', 'Crowd-Control']",Normal attacks deal damage twice,[CN] Headhunting,https://static.wikia.nocookie.net/mrfz/images/5/59/Irene_icon.png/revision/latest/scale-to-width-down/120?cb=20220501102744,Inquisitor Messenger Irene is fighting to protect the coasts of Iberia.,"The sharp sword pierces through the night, and the lamp illuminates the path ahead.",II07,Female,156 cm,Excellent,Standard,char_4009_irene,1236,1694,2201,2935,,249,367,484,621,80.0,151,214,282,349,20.0,0,0,0,0,70s,70s,70s,70s,19,19,21,23,2,2,2,2,1.3s,1.3s,1.3s,1.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/4/40/Irene.png/revision/latest?cb=20220501103331', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/f/fe/Irene_Elite_2.png/revision/latest?cb=20220501103242'}",5 years,Iberia,January 3rd,Liberi,Medical tests have confirmed that no infection is present.,Normal,Excellent,Excellent,Standard
Kal'tsit,Medic,Medic,Rhodes Island,6-star,Ranged,"['DPS', 'Healing']",Restores the HP of allies,Headhunting,https://static.wikia.nocookie.net/mrfz/images/a/ac/Kal%27tsit_icon.png/revision/latest/scale-to-width-down/120?cb=20211106020354,"Rhodes Island Medical Department Officer-in-Charge, Kal'tsit.",She comes from the past. She belongs to the present.,B003,Female,169 cm,Normal,Normal,char_003_kalts,865,1219,1469,1633,400.0,167,274,392,490,,94,137,172,215,40.0,0,0,0,0,70s,70s,70s,70s,18,18,20,20,1,1,1,1,2.85s,2.85s,2.85s,2.85s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/6/68/Kal%27tsit.png/revision/latest?cb=20190831014830', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/1/1e/Kal%27tsit_Elite_2.png/revision/latest?cb=20210424140805'}",3 years,Rhodes Island,Undisclosed,Feline,Confirmed Infected by medical examination.,Normal,■■,Normal,Standard
Lee,Specialist,Merchant,Lee's Detective Agency,6-star,Melee,"['Fast-Redeploy', 'Survival', 'DPS']","Has reduced Redeployment Time, but DP Cost is not refunded upon retreating; While deployed, 3 DP are consumed every 3 seconds (automatically retreats without sufficient DP)",[CN] Headhunting,https://static.wikia.nocookie.net/mrfz/images/9/9e/Lee_icon.png/revision/latest/scale-to-width-down/120?cb=20220125054042,"Mr. Lee, private detective of Lungmen, will be grateful for help no matter how big the trouble may be.","If you are bored, at least try his dishes.",LM18,Male,193 cm,Standard,Standard,char_322_lmlee,1179,1552,1917,2421,300.0,376,516,654,789,55.0,240,308,395,465,,0,0,0,0,25s,25s,25s,25s,7,7,9,9,1,1,1,1,1s,1s,1s,1s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/5/50/Lee.png/revision/latest?cb=20220125055459', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/b/bb/Lee_Elite_2.png/revision/latest?cb=20220125055456'}",None (according to himself),Yan,October 25th,Lung,Medical tests have confirmed that no infection is present.,Standard,Excellent,Standard,Excellent
Ling,Supporter,Summoner,Sui,6-star,Ranged,"['Summon', 'Support', 'Crowd-Control']",Deals Arts DamageCan use Summons in battles,[CN] Headhunting (Festival limited),https://static.wikia.nocookie.net/mrfz/images/e/e0/Ling_icon.png/revision/latest/scale-to-width-down/120?cb=20220125054044,"Ling, the relaxed, carefree poet from Yan, will create outstanding poems of anything as long as there's wine for her.",The brush for writing? It's on her tail.,NM03,Female,166 cm,Normal,Standard,char_2023_ling,485,656,852,1079,350.0,212,304,406,473,35.0,59,85,114,138,,15,15,20,20,70s,70s,70s,70s,10,10,12,12,1,1,1,1,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/6/6d/Ling.png/revision/latest?cb=20220125055507', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/d/d3/Ling_Elite_2.png/revision/latest?cb=20220125055503'}",Undisclosed,Yan,March 3rd,Undisclosed[note 1],Medical tests have confirmed that no infection is present.,Standard,Excellent,Normal,Flawed
Lumen,Medic,Therapist,Iberia,6-star,Ranged,"['Healing', 'Support']","Has a large healing range, but the healing amount on farther targets is reduced to 80%",[CN] Stultifera Navis (event mission reward),https://static.wikia.nocookie.net/mrfz/images/d/df/Lumen_icon.png/revision/latest/scale-to-width-down/120?cb=20220501123323,"Lumen, the Gran Faro chapel's care worker, will mend your wounds.",He remains more confident in helping others than his work in the Inquisition.,II09,Male,177 cm,Normal,Standard,char_4042_lumen,1000,1317,1569,1825,,189,311,432,540,45.0,48,70,88,111,30.0,10,10,10,10,80s,80s,80s,80s,21,21,23,23,1,1,1,1,2.85s,2.85s,2.85s,2.85s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/6/6c/Lumen.png/revision/latest?cb=20220501123934', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/c/ca/Lumen_Elite_2.png/revision/latest?cb=20220501123930'}",None,Iberia,June 12th,Aegir,Medical tests have confirmed that no infection is present.,Normal,Standard,Normal,Normal
Magallan,Supporter,Summoner,Rhine Lab,6-star,Ranged,"['Support', 'Slow', 'DPS']",Deals Arts DamageCan use Summons in battles,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/8/89/Magallan_icon.png/revision/latest/scale-to-width-down/120?cb=20191104024107,"Magallan, the Commissioner of Rhine Labs, is glad to welcome new adventures.","Many things can happen when she presses that button, but she swears that explosions aren't one of them.",RL06,Female,160 cm,Standard,Excellent,char_248_mgllan,495,670,871,1103,300.0,211,302,403,469,40.0,60,87,116,140,,15,15,20,20,70s,70s,70s,70s,10,10,12,12,1,1,1,1,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/5/5a/Magallan.png/revision/latest?cb=20191104023910', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/2/2d/Magallan_Elite_2.png/revision/latest?cb=20191104023909', 'Shaved-Ice Memories': 'https://static.wikia.nocookie.net/mrfz/images/5/5e/Magallan_Skin_1.png/revision/latest?cb=20200719115601'}",None,Columbia,October 17th,Liberi,Originium crystals not present on the body. Confirmed uninfected by medical examination.,Standard,Excellent,Normal,Standard
Mizuki,Specialist,Ambusher,Higashi,6-star,Melee,"['DPS', 'Crowd-Control']",Deals Damage to all targets within range50% chance to dodge Physical and Arts attacks and is less likely to be targeted by enemies,Headhunting,https://static.wikia.nocookie.net/mrfz/images/4/4e/Mizuki_icon.png/revision/latest/scale-to-width-down/120?cb=20210803031928,"Landship observation target Mizuki, latent threat principally confirmed low at the present stage.","So this is your choice? He may want an anchor with which to fix himself, and he'll have you tight in his clutches when he does.",HK07,Male,161 cm,Normal,Standard,char_437_mizuki,760,1028,1336,1758,,372,532,692,865,110.0,155,229,302,356,,10,10,20,30,70s,70s,70s,70s,19,19,21,21,0,0,0,0,3.5s,3.5s,3.5s,3.5s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/9/9c/Mizuki.png/revision/latest?cb=20210803031933', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/d/de/Mizuki_Elite_2.png/revision/latest?cb=20210803031926'}",None,Higashi,March 22nd,Aegir[note 1],Medical tests have confirmed that no infection is present.,Standard,Normal,Normal,Flawed
Mostima,Caster,Splash,Laterano,6-star,Ranged,"['AoE', 'Support', 'Crowd-Control']",Deals AOE Arts Damage,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/e/e0/Mostima_icon.png/revision/latest/scale-to-width-down/120?cb=20200201060352,"Mostima, Senior Messenger, will lay low all obstacles in your path with her Arts.",You'll have to find her first.,LT77,Female,170 cm,Standard,Standard,char_213_mostma,822,1142,1428,1831,,387,546,700,834,105.0,52,80,110,132,,10,10,15,20,70s,70s,70s,70s,31,31,34,34,1,1,1,1,2.9s,2.9s,2.9s,2.9s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/3/31/Mostima.png/revision/latest?cb=20200520090244', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/5/5c/Mostima_Elite_2.png/revision/latest?cb=20200201060210', 'Spellbreaker': 'https://static.wikia.nocookie.net/mrfz/images/2/24/Mostima_Skin_1.png/revision/latest?cb=20200709115454'}",1 year,Laterano,December 12th,Undisclosed[note 1],Confirmed uninfected by medical examination.,Standard,Standard,Excellent,Outstanding
Mountain,Guard,Fighter,Columbia,6-star,Melee,"['DPS', 'Survival']",Blocks 1 enemy,Headhunting,https://static.wikia.nocookie.net/mrfz/images/1/19/Mountain_icon.png/revision/latest/scale-to-width-down/120?cb=20201217054507,"The unchained jail tiger himself, Mountain, immovable as his name.","You can try it, but you're not taking one step forward.",CB05,Male,195 cm,Standard,Standard,char_264_f12yin,1298,1755,2250,2745,,242,356,475,587,45.0,154,221,299,357,45.0,0,0,0,0,70s,70s,70s,70s,9,9,11,11,1,1,1,1,0.78s,0.78s,0.78s,0.78s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/3/39/Mountain.png/revision/latest?cb=20201217054706', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/4/4a/Mountain_Elite_2.png/revision/latest?cb=20201217054721', 'Dark Cloud': 'https://static.wikia.nocookie.net/mrfz/images/4/4e/Mountain_Skin_1.png/revision/latest?cb=20210503051253'}",6 years,Columbia,July 16th,Feline,Crystals have appeared on his body. Infection confirmed by medical examination.,Excellent,Excellent,Excellent,Normal
Mudrock,Defender,Juggernaut,Rhodes Island,6-star,Melee,"['Survival', 'Defense', 'DPS']",Cannot be healed by allies,Headhunting,https://static.wikia.nocookie.net/mrfz/images/9/94/Mudrock_icon.png/revision/latest/scale-to-width-down/120?cb=20201101074503,"Mudrock, Sarkaz mercenary, old friend of the fertile soil and stone.","Many people are astonished by her true appearance, and we're all no different.",R159,Female,163 cm,Normal,Excellent,char_311_mudrok,1677,2207,2867,3928,500.0,370,515,687,882,,229,347,463,602,60.0,10,10,10,10,70s,70s,70s,70s,32,32,34,36,2,2,3,3,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/a/a4/Mudrock.png/revision/latest?cb=20201101075104', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/9/97/Mudrock_Elite_2.png/revision/latest?cb=20201101075314', 'Silent Night DN06': 'https://static.wikia.nocookie.net/mrfz/images/4/4c/Mudrock_Skin_1.png/revision/latest?cb=20210803142508', 'Obsidian': 'https://static.wikia.nocookie.net/mrfz/images/0/08/Mudrock_Skin_2.png/revision/latest?cb=20220502081317'}",4 years,Kazdel,September 21st,Sarkaz,"Originium crystals distributed across surface of body, confirmed Infected by medical examination.",Excellent,Standard,Standard,Excellent
Nearl the Radiant Knight,Guard,Dreadnought,Kazimierz,6-star,Melee,['DPS'],Blocks 1 enemy,Headhunting (Celebration limited),https://static.wikia.nocookie.net/mrfz/images/7/71/Nearl_the_Radiant_Knight_icon.png/revision/latest/scale-to-width-down/120?cb=20211101070121,"Nearl the Radiant Knight, draped in the burning sun, her step breaking mist, returns from Kazimierz to your side.",It feels as calming as ever to have her by your side.,KZ01,Female,171 cm,Excellent,Excellent,char_1014_nearl2,1397,1996,2698,3550,200.0,473,697,883,1064,85.0,130,187,247,295,,0,0,0,0,70s,70s,70s,70s,17,17,19,19,1,1,1,1,1.5s,1.5s,1.5s,1.5s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/3/3d/Nearl_the_Radiant_Knight.png/revision/latest?cb=20211101070124', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/e/e9/Nearl_the_Radiant_Knight_Elite_2.png/revision/latest?cb=20211101070120'}",8 years,Kazimierz,April 23rd,Kuranta,Medical tests have confirmed that no infection is present.,Excellent,Excellent,Outstanding,Excellent
Nian,Defender,Protector,Sui,6-star,Melee,"['Defense', 'Support']",Blocks 3 enemies,Headhunting (Festival limited),https://static.wikia.nocookie.net/mrfz/images/a/a4/Nian_icon.png/revision/latest/scale-to-width-down/120?cb=20200201060352,"Nian, a mysterious visitor from the faraway land of Yan, is willing to provide a little bit of assistance.",Always in the middle of where the excitement is.,NM01,Female,165 cm,Standard,Standard,char_2014_nian,1539,2080,2737,3699,400.0,295,405,513,619,,254,380,529,726,70.0,0,0,0,0,70s,70s,70s,70s,19,19,21,23,3,3,3,3,1.5s,1.5s,1.5s,1.5s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/e/e0/Nian.png/revision/latest?cb=20200201060614', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/c/c8/Nian_Elite_2.png/revision/latest?cb=20200201060609', 'Unfettered Freedom': 'https://static.wikia.nocookie.net/mrfz/images/5/5f/Nian_Skin_1.png/revision/latest?cb=20210406101532'}",None,Yan,September 9th,Undisclosed[note 1],Undisclosed,Standard,Standard,Excellent,Flawed
Nightingale,Medic,Multi-target,Followers,6-star,Ranged,"['Healing', 'Support']",Restores the HP of 3 allies simultaneously,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/5/53/Nightingale_icon.png/revision/latest/scale-to-width-down/120?cb=20190620083134,"Nightingale, Sarkaz healer, will do everything she can to provide medical care for the squad.",As simple as a blank sheet.,FO03,Female,164 cm,Flawed,Flawed,char_179_cgbird,796,1076,1346,1705,,132,210,280,350,70.0,80,107,140,169,,5,5,5,5,70s,70s,70s,70s,16,16,18,18,1,1,1,1,2.85s,2.85s,2.85s,2.85s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/7/7c/Nightingale.png/revision/latest?cb=20190724040544', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/8/82/Nightingale_Elite_2.png/revision/latest?cb=20190724040610', 'an elegy': 'https://static.wikia.nocookie.net/mrfz/images/7/76/Nightingale_Skin_1.png/revision/latest?cb=20200201080804'}",1 year,Kazdel,May 4th,Sarkaz,"Showed physical signs of Originium, infection confirmed by medical report.",Flawed,Normal,Normal,Outstanding
Pallas,Guard,Instructor,Minos,6-star,Melee,"['DPS', 'Support']","Can attack enemies from range; When attacking enemies not blocked by self, increase ATK to 120%",Headhunting,https://static.wikia.nocookie.net/mrfz/images/2/23/Pallas_icon.png/revision/latest/scale-to-width-down/120?cb=20210702050637,"Priestess Pallas, come from Minos.","She's perfectly willing to talk with people, so long as like her, they cherish benevolence, and possess inextinguishable passion.",MN04,Female,162 cm,Normal,Standard,char_485_pallas,794,1088,1413,1963,300.0,302,432,577,687,30.0,213,301,382,455,,0,0,0,0,70s,70s,70s,70s,15,15,17,17,2,2,2,2,1.05s,1.05s,1.05s,1.05s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/f/fb/Pallas.png/revision/latest?cb=20210702050641', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/5/5a/Pallas_Elite_2.png/revision/latest?cb=20210702050635', 'Heritage': 'https://static.wikia.nocookie.net/mrfz/images/7/7c/Pallas_Skin_1.png/revision/latest?cb=20211101160632'}",3 years,Minos,February 8th,Forte,"Originium crystals are present on the body's surface, confirmed Infected by medical examination.",Standard,Excellent,Standard,Excellent
Passenger,Caster,Chain,Sargon,6-star,Ranged,['DPS'],Attacks deal Arts damage and jump to 3/4 other enemies. Each jump deals 15% less damage and inflicts a brief Slow,Headhunting,https://static.wikia.nocookie.net/mrfz/images/4/48/Passenger_icon.png/revision/latest/scale-to-width-down/120?cb=20210415052332,"Engineering Operator Passenger, thunderous punisher of enemies.","His various autonomous weapons bear only models with no names, and telling the difference when they're iterated is a little hard.",SG07,Male,187 cm,Standard,Standard,char_472_pasngr,654,935,1215,1558,,311,433,571,689,85.0,49,84,116,130,,10,10,15,20,70s,70s,70s,70s,30,30,33,33,1,1,1,1,2.3s,2.3s,2.3s,2.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/9/99/Passenger.png/revision/latest?cb=20210415052530', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/1/1e/Passenger_Elite_2.png/revision/latest?cb=20210415052547'}",16 years,Columbia,September 1st,Liberi,"Originium crystals distributed across surface of body, confirmed Infected by medical examination.",Normal,Excellent,Standard,Excellent
