title,item_id,link,cover,creators,genres,views,subscribers,likes,banner,details,tags,episodes,released
"Your Eyes, My Words",194802,https://tapas.io/series/your-eyes-my-words/info,https://d30womf5coomej.cloudfront.net/sa/bc/9d194ee7-cd06-4ca4-a975-a760c88bdebf_z.jpg,['Joeun'],['BL'],"51,126 views","8,241 subscribers","5,263 likes",https://d30womf5coomej.cloudfront.net/sa/33/12676f49-9f6f-461e-8c2e-dc0cf4c058e7.jpg,"“Every day, I ravenously awaited those 30 minutes”... Hwane is studious, careful, and serious. Jinha is popular, cool, and fun. They seemed so different, and yet, throughout high school, they secretly met up for silent, passionate encounters. Hwane treasured these moments—until he is betrayed by Jinha’s denial of him to their classmates. It haunts him even into adulthood. When chance brings them back together, will it restart their hot love or will they both be burned in disaster?",[],21,"Jan 29, 2021"
An Artist's Life 4-Koma,104476,https://tapas.io/series/an-artist-life-4-koma/info,https://d30womf5coomej.cloudfront.net/sa/24/a22469c5-5a77-4b9e-8e88-cd65779f9aa0_z.jpg,['Tapas Media'],['Slice of life'],"70,293 views",987 subscribers,"5,204 likes",3,"A collection of community 4-panel comics presenting ""An Artist's Life""!",[],25,"May 03, 2018"
Court of Puppets,220271,https://tapas.io/series/court-of-puppets/info,https://d30womf5coomej.cloudfront.net/sa/43/2f25dcd7-3917-4c1b-a43a-622c375f586a_z.jpg,"['JI Chang-geun', 'RYU Hoon']","['Action', 'Fantasy', 'Science fiction']","63,648 views","5,155 subscribers","5,153 likes",https://d30womf5coomej.cloudfront.net/sa/e8/52873c58-2c97-4c0d-bb57-46a31891a3ea.jpg,"Detective Woojin Seo lives in an era where machines can prosecute criminals. Faced with Woojin’s murderous temper and obsession with bringing down the cartels, his supervisors place him under disciplinary probation and begin to rely on the machines to enact justice. But he’s given an opportunity to lift his suspension as an educational navigator to “Magnum,” a military-grade android, that people derogatorily refer to as “C.O.P.” or “Court of Puppet.” Will this unlikely pair have what it takes to defy the dark underbelly of this neon city?",[],39,"Nov 11, 2021"
A Side Character's Love Story,191443,https://tapas.io/series/a-side-characters-love-story/info,https://d30womf5coomej.cloudfront.net/sa/fa/a98a08cd-951c-4adb-89c5-117351f02d15_z.jpg,['Akane Tamura'],['Romance'],"49,578 views","4,452 subscribers","5,064 likes",https://d30womf5coomej.cloudfront.net/sa/91/9af9cabf-e397-4440-8571-d2d2fca90152.jpg,"College sophomore and part-time grocery cashier Nobuko Tanaka is painfully shy. Now this wallflower's fallen for her handsome coworker, Irie. But she can't get out of her own head! With a tendency to overthink and feel like a burden to others, Nobuko keeps Irie at a distance—until her eccentric coworkers figure out her feelings and nudge her to make a move. Will Nobuko be able to break free from her own thoughts and summon the courage to pursue her very first love?",[],92,"Dec 05, 2020"
Trace,222606,https://tapas.io/series/trace-comic/info,https://d30womf5coomej.cloudfront.net/sa/b5/d9cc04ea-9a91-435d-a32b-817cdcb2c877_z.jpg,['NASTY CAT'],"['Action', 'Fantasy']","83,327 views","5,021 subscribers","4,878 likes",https://d30womf5coomej.cloudfront.net/sa/a1/c0fd8024-ff3c-439f-8e96-e4c1ccdc0535.jpg,"Kim Yoonsung was a regular guy living a happy life with his family. That is until he discovers he is a “Trace,” a class of mutant humans with special abilities who emerged to fight the mysterious monsters known as “Troubles,” who threaten Earth. Shunned by ordinary humans, many Traces live in hiding. That’s what Yoonsung intended to do, but when his family is suddenly taken from him, he is forced to team up with a wild crew of Traces to find them. Little does he know what “troubles” lie ahead.",[],41,"Dec 06, 2021"
The Quest for the Cloud Scroll,213650,https://tapas.io/series/the-quest-for-the-cloud-scroll/info,https://d30womf5coomej.cloudfront.net/sa/05/5bbb37f0-e2a5-40ec-a182-167ad87a8f45_z.jpg,"['Kuaikan Comics', 'W.Y']","['Action', 'Fantasy']","49,764 views","5,751 subscribers","4,852 likes",https://d30womf5coomej.cloudfront.net/sa/5d/314094d8-ac41-4c75-b861-9a39a1d3ef7b.jpg,"Exorcist Fang Hui has searched for the Cirrus Cloud Scroll for 10 years, with no success. When he comes across an all-powerful sword, he's launched through a magical portal, where he encounters the slain Wan. He resurrects her with a special spell, and though she can’t recall her origins, the one thing she recognizes is… Fang? A hothead, a mysterious girl, and more join them as this eclectic group sets out on an adventure full of demons and magic in hopes of unlocking the mysteries of their pasts and the prized scroll!",[],58,"Aug 23, 2021"
The Door,119917,https://tapas.io/series/thedoor/info,https://d30womf5coomej.cloudfront.net/sa/9a/76c59b16-d177-4b48-9181-72c21a1ea32d_z.jpg,['Yuz'],"['Fantasy', 'Drama', 'Mystery', 'Slice of life']","61,626 views","6,749 subscribers","4,845 likes",6,"A mysterious door appears only during dusk or dawn. When people enter, they vanish without a trace. After witnessing the disappearance of her neighbor's schoolmates, Cheryl Lin sets out to find them. The only problem? She’s missing her memories.",[],24,"Oct 13, 2018"
I Stan You,229672,https://tapas.io/series/i-stan-you/info,https://d30womf5coomej.cloudfront.net/sa/fa/372813dd-81a0-434d-915a-d7c67517fc83_z.jpg,['KIBI'],['Romance'],"81,384 views","6,358 subscribers","4,835 likes",https://d30womf5coomej.cloudfront.net/sa/56/d49fb238-fba4-401c-922a-c2aac8116bb0.jpg,"While on his way to meet some friends, Kang Hada meets Yuri, the girl of his dreams. She’s beautiful, kind, and a fan of the hottest boy band around. To win her heart, Hada decides to join in on the hype! He’s buying albums, going to live performances, and even joining a fan club! But as the two get to know each other, Hada struggles with how to break the truth to Yuri. Meanwhile, Yuri has some challenges of her own... How long will Hada’s luck last? Or, more importantly, will he win Yuri’s love?",[],27,"Mar 13, 2022"
Mystic Pop-up Bar,197628,https://tapas.io/series/mystic-pop-up-bar/info,https://d30womf5coomej.cloudfront.net/sa/da/f789fc05-3c9d-485d-82d5-abb5f4c46ba7_z.jpg,['Baehyesu'],"['Drama', 'Fantasy']","83,732 views","2,634 subscribers","4,814 likes",https://d30womf5coomej.cloudfront.net/sa/ba/281b9aaf-e647-46bd-a9e8-d90d5db898f1.jpg,"Burned out from dealing with their difficult lives, they are all at the end of their ropes... until they come across the Mystic Pop-Up Bar. Beckoned by its warm promise of delicious food and free-flowing drinks, they end up pouring out their troubles to the sympathetic (and occasionally abrasive) ear of the proprietor, Wolju. The keeper of the DreamWorld, she uses her powers to improve the lives of her customers, one late-night session at a time.",[],148,"Feb 19, 2021"
Arcana Rising,157366,https://tapas.io/series/ArcanaRising/info,https://d30womf5coomej.cloudfront.net/sa/c5/0b425587-9cb0-43fb-b3af-59c611bb2e1e_z.jpg,"['Kisai Entertainment', 'Miss Xero', 'Anzai']","['Fantasy', 'Romance', 'Drama']","64,159 views","6,849 subscribers","4,812 likes",6,"In the kingdom of Aravon, magical power determines one's status in the society. And when your magic is marked on your hand for all to see, that status is impossible to escape. Anastasia, the witch cursed with the lowest rank, has spent her life trying to survive despite her outcast status. One day, she meets a mysterious man who teaches her a secret spell to steal someone else’s magic. 

Enlisting this handsome stranger and her closest friend, she sets out to overthrow the king, the most powerful wizard in the world and the man who keeps the class system in place. But things are never so simple, and Anastasia finds she must choose between the man who’s always protected her and the man who gave her the power to finally free herself.","['#love', '#adventure', '#magic', '#romance', '#magical', '#King', '#witch', '#Powers', '#kingdom', '#love_triangle', '#love', '#adventure', '#magic', '#romance', '#magical', '#King', '#witch', '#Powers', '#kingdom', '#love_triangle']",25,"Dec 07, 2019"
Ghosting Groom,211386,https://tapas.io/series/ghosting-groom/info,https://d30womf5coomej.cloudfront.net/sa/7b/2344a44a-5f58-449b-b0a7-e74ec226107f_z.jpg,['BangJa'],"['Romance', 'Drama']","45,742 views","5,788 subscribers","4,811 likes",https://d30womf5coomej.cloudfront.net/sa/91/cc5961a3-b72a-4bbf-8156-ff724756937b.jpg,"Sarang Jin is one of the most famous actresses in South Korea, and she has it all—talent, good looks, and a loving fiancé... or not! One week before their wedding, her groom-to-be ghosts her. She desperately searches everywhere for Inha, only to discover he’s lied to her throughout their entire relationship. To her dismay, his secret triggers her own personal misfortunes with shamanism. Heartbroken and traumatized by her past, will she be able to accept him for who he is?",[],56,"Jul 13, 2021"
Memoria,185802,https://tapas.io/series/memoriaa/info,https://d30womf5coomej.cloudfront.net/sa/7f/bf2c5f63-b7d5-4f2b-a8cc-bf9b9667b404_z.jpg,"['Kisai Entertainment', 'Tessa Yadawaputri', 'cindycc07', 'ytsida']","['Romance', 'Drama']","56,990 views","5,925 subscribers","4,714 likes",https://d30womf5coomej.cloudfront.net/sa/ab/65613360-f04e-480e-82dc-c1351b60aff3.jpg,"At 28 years old, Katarina Ramsay is smart, beautiful, and a total workaholic who prides herself on her perfect memory and attention to detail. When her handsome boss gives her a huge project with a potential promotion attached, she jumps at the chance to prove herself. However, lately, she's been acting strangely. Coming in late to work, forgetting her keys, and even forgetting where the office is -- what's going on in her head? And while she keeps forgetting the short-term, why does the past, especially a certain someone, keep coming back to her?",[],33,"Sep 22, 2020"
Treasure Hunter,48230,https://tapas.io/series/treasurehunter/info,https://d30womf5coomej.cloudfront.net/sa/8c/6bd416ff-c38a-4a10-9688-a4a8a25f187a_z.jpg,['Kyeon Hur'],"['Action', 'Mystery', 'Comedy']","168,061 views","7,541 subscribers","4,622 likes",6,"Jinho and Chundo are two best friends wasting their summer days away. But when they find a lottery ticket on the street by chance, they're thrown into a mysterious treasure hunt with two strange girls they don't fully understand.",[],96,"Nov 17, 2016"
Closezone,150553,https://tapas.io/series/closezone/info,https://d30womf5coomej.cloudfront.net/sa/de/b76f295f-03c3-4c8c-b5c9-51a2ba6964b8_z.jpg,"['Kisai Entertainment', 'konn★']","['Romance', 'Drama']","59,054 views","5,079 subscribers","4,587 likes",6,"Ika, Heri, Reza and Bara are all childhood best friends. Close enough to consider each other soulmates, there's only one problem with their friendship: They all promised each other to never fall in love with each other. Now in high school, that promise is proving harder to keep than any of them expected...",[],31,"Sep 10, 2019"
Tomahawk Angel,223742,https://tapas.io/series/tomahawkangel/info,https://d30womf5coomej.cloudfront.net/sa/03/cfc95f2a-ec39-4233-9e7e-2ed02c608892_z.jpg,['Mangaka Ody'],"['Action', 'Science fiction']","45,558 views","3,825 subscribers","4,449 likes",https://d30womf5coomej.cloudfront.net/sa/5e/b7e790d2-18a3-465e-b494-28e7fe49cfcf.jpg,"In the year 2050, an 18 year-old amnesiac woman wakes up to a desperate world overrun by monsters. Guided by an artificial superintelligence, a ruthless scientist unleashes hell on Earth to preserve only a fraction of humankind. Love and war await as the mysteries of this corrupt new world unfold!",[],19,"Feb 25, 2022"
When a Thousand Moons Rise,229679,https://tapas.io/series/when-a-thousand-moons-rise/info,https://d30womf5coomej.cloudfront.net/sa/05/09de7a40-31fb-4455-9c44-4312e02b6490_z.jpg,['Park Hee-jung'],"['Romance', 'Fantasy']","69,529 views","6,051 subscribers","4,370 likes",https://d30womf5coomej.cloudfront.net/sa/9a/6e0d1852-8538-457a-ad65-a8ea0a661cc3.jpg,"What if you were fated to be murdered in every life? Living in a small countryside town, Nogyung Lee thinks her biggest problem is her unrequited crush on her childhood friend. But Nogyung is cursed—destined to be slain by the same villagers every time she’s reborn. With no memories of her previous lives, she must unravel the mysteries of her village and the legends surrounding it in order to stay alive. Can Nogyung finally break the curse or is she fated to relive this tragedy forever?",[],26,"Mar 17, 2022"
My Eunha,190138,https://tapas.io/series/my-eunha/info,https://d30womf5coomej.cloudfront.net/sa/33/28705447-e1d3-4c2c-9bb5-91df57abe652_z.jpg,['Jung Eun Soo'],"['Romance', 'Drama', 'Fantasy']","56,562 views","4,973 subscribers","4,343 likes",https://d30womf5coomej.cloudfront.net/sa/18/233e32ff-c273-4754-9ad8-00f5f909b96d.jpg,"A devastating accident lands Eunha Seo in the hospital. Mysteriously, she wakes up 12 years younger in her 22-year-old body. Life has given Eunha a second chance, but this is not the life she remembers. Memories blur with reality as she navigates the unfamiliar friendships and romances of this parallel time. Like a surreal game of “what if?,” Eunha is torn between the excitement of a new past and a longing for the life and love she once had. Will Eunha ever find solace? Only time will tell.",[],27,"Nov 24, 2020"
Burning Effect,229686,https://tapas.io/series/burning-effect/info,https://d30womf5coomej.cloudfront.net/sa/27/7cb9714e-0092-4527-b466-99033ae19f6b_z.jpg,['GM.T'],"['Action', 'Fantasy']","40,387 views","3,500 subscribers","4,267 likes",https://d30womf5coomej.cloudfront.net/sa/25/3ddd9c5e-7e31-489c-8193-42bae334a39c.jpg,"In a world where the smallest offense warrants the death penalty, Burner’s plan was to keep her head down and get the hell out of Area 5. But after reaching her breaking point, she suddenly finds herself a wanted criminal at odds with the Central Bureau and its most powerful Admin, Great. As she begins to discover her own powers and gain new allies, all-out war breaks out between the government and the revolution. Will a rag-tag team of rebels be enough to win the fight to define justice?",[],25,"Mar 26, 2022"
Llost,226281,https://tapas.io/series/Llost/info,https://d30womf5coomej.cloudfront.net/sa/ee/06a330a3-bc9b-400b-b535-a4b7c30178bf_z.jpg,['skatuya'],"['Fantasy', 'Romance', 'Drama', 'LGBTQ+']","27,308 views","3,023 subscribers","4,187 likes",https://d30womf5coomej.cloudfront.net/sa/f2/da339b92-27ab-4b49-8d2f-b46ac5b522a4.jpg,"A lord, a thief, and a chance meeting. Opposites attract, but are they so different?

[Updates every Thursday]",[],21,"Jan 26, 2022"
The Disappearing Mondays,229674,https://tapas.io/series/the-disappearing-mondays/info,https://d30womf5coomej.cloudfront.net/sa/14/7132603c-59ba-4e4e-8b4f-b8c1b8c966d2_z.jpg,"['Kongga', 'Jaemihatgi (funeater)']",['Drama'],"63,334 views","4,771 subscribers","4,178 likes",https://d30womf5coomej.cloudfront.net/sa/68/3df2bee5-f9c8-4979-aa5c-3c6b8f9c23d4.jpg,"Most people are apprehensive when Monday comes around, but for Han Jin, a senior associate at SH Corporation, it’s for a slightly different reason. Something takes over him every Monday, and he calls it his “Monday self.” From confessing his feelings to buying luxury items, Han’s Monday self helps him gain confidence, and soon enough, he makes a name for himself in the workplace. As problems arise, Han seeks help from his Monday self and colleagues, but he eventually realizes that in order to succeed, he has to start trusting in himself.",[],26,"Mar 15, 2022"
Save Lawrence,99880,https://tapas.io/series/savelawrence/info,https://d30womf5coomej.cloudfront.net/sa/43/b8b9dd94-cad5-4b6c-9590-6f7911325916_z.jpg,['Hyung-gyu Kang'],"['Drama', 'Action']","85,544 views","3,301 subscribers","4,105 likes",4,"Welcome to our workplace. Home to the rich and powerful - a place where they come to play and their desires are fulfilled. The most beautiful and talented are invited to entertain them. Among those is Lawrence, our beautiful and wholesome Lawrence. We are her biggest fans and we must protect her!",[],52,"Mar 20, 2018"
Crime Puzzle,56546,https://tapas.io/series/crimepuzzle/info,https://d30womf5coomej.cloudfront.net/sa/19/8d44ce3d-8b3a-4afb-8248-2cfebaab4bce_z.jpg,"['Misang', 'Meen']",['Mystery'],"104,993 views","5,953 subscribers","4,092 likes",6,"A criminal psychologist is linked to a murder of a government official. A criminal profiler will conduct 10 interviews with the criminal psychologist to find the truth behind the serial murders. ""Put together the pieces of the crime and one massive scene will reveal itself.""",[],53,"Feb 01, 2017"
Possessed By A Ghost,165757,https://tapas.io/series/possessed-by-a-ghost/info,https://d30womf5coomej.cloudfront.net/sa/c1/7a9d581e-c64b-4fab-b4fc-62887de997f7_z.jpg,['Una Donburi'],"['BL', 'Romance']","52,432 views","12,276 subscribers","3,993 likes",6,"Clumsy university student Ryouta has got a major problem... he's forced to live with a ghost! On top of that, can you believe that this spirit is just the worst? A delinquent! Now thanks to this proud and freeloading ghost, Taiga, Ryouta's grand university life is ruined! Ryouta tries to exorcise the ghost himself, but Taiga's got another idea on his mind--a sweet and seductive deal... could this ghost love story host a hint of danger? Why don't you come on in...",[],7,"Mar 06, 2020"
Iris Complex,223127,https://tapas.io/series/IrisComplex/info,https://d30womf5coomej.cloudfront.net/sa/10/7d1a0116-f953-45de-8169-8931d3de3be9_z.jpg,['Josh Tierney'],"['Mystery', 'Horror']","37,365 views","3,253 subscribers","3,788 likes",https://d30womf5coomej.cloudfront.net/sa/c5/eac651ec-bb2b-48af-b342-06ccfb4227d6.jpg,"It's a bright and burning afternoon in the middle of nowhere. A young woman wakes up in a dead field surrounded by five buildings. Unable to remember who she is or how she got there, the young woman searches the shoulder bag she's wearing, discovering a college architecture textbook, a test sheet with the name ""Iris"" on it, and a ring of five keys. Will these keys lead her back to her memories, as well as her home?",[],20,"Feb 16, 2022"
Welcome Home,187958,https://tapas.io/series/welcome-home-comic/info,https://d30womf5coomej.cloudfront.net/sa/05/2d09b02b-f7cf-4f14-a3a3-11403a2b26b0_z.jpg,['Ichi Ichikawa'],['BL'],"31,325 views","9,104 subscribers","3,666 likes",https://d30womf5coomej.cloudfront.net/sa/11/ff84342a-82e1-416f-a5a3-2e36490546f0.jpg,"Masaki is a stay-at-home dad. Hiromu is a working dad. Together they make a super couple, and the only person these two guys love more than each other is their adorable toddler son. All they want to do is raise their son in a home of happiness. But in a world divided into superior Alphas and submissive Omegas, their tight-knit family is constantly under threat. Will the strength of their love and the bonds of their friendships be enough to stand against a world full of prejudice?",[],8,"Oct 19, 2020"
Bad Boss,227313,https://tapas.io/series/bad-boss/info,https://d30womf5coomej.cloudfront.net/sa/d3/589be5e2-1956-4932-bd27-3f423bab1fc3_z.jpg,['neonb'],"['Romance', 'Drama']","63,487 views","3,125 subscribers","3,606 likes",https://d30womf5coomej.cloudfront.net/sa/fa/1e9cb088-3901-4f26-9ce1-5b9eeae88d92.jpg,"Seung-Gyu Kwon has made a name for himself as the affluent head of top ad agency, Neona. You would’ve never guessed he got his start as a male escort desperate to make back his savings after a bad investment. Just as things started to look up, Min Kim - the friend who led Seung-Gyu to make that investment - finds himself hired at Neona. Min’s ready to make amends, but grudges aren’t so easily forgotten. Knowing Min is in love with his coworker, Youngjo, Seung-Gyu sets out to make his life hell.",[],47,"Feb 02, 2022"
Dorothy Band,42864,https://tapas.io/series/dorothyband/info,https://d30womf5coomej.cloudfront.net/sa/81/c5abb720-580d-4d84-901d-076471f84791_z.jpg,['Hongjacga'],"['Comedy', 'Fantasy']","68,992 views","3,487 subscribers","3,540 likes",4,"One strange day, Dorothy and her boyfriend, Toto, are swept away by a mysterious tornado to Munchkinland, an imaginary country filled with music-loving dwarves. Encouraged by the Good Witch of the North, Dorothy and Toto decide to start a band and embark on a journey to Oz, the famous record company. Along the way, the couple encounters a gifted scarecrow guitarist, a tin bass player, and a drumming lion.  Together, they are the Dorothy Band!",[],47,"Sep 15, 2016"
Songs for the Dead,174624,https://tapas.io/series/songsforthedead/info,https://d30womf5coomej.cloudfront.net/sa/ae/4919c8b3-e94d-4ce3-8477-dbd57b9ab2f2_z.jpg,"['Vault Comics', 'Sam Beck', 'Team SFTD']","['Fantasy', 'Action', 'LGBTQ+', 'Mystery']","25,642 views","3,655 subscribers","3,526 likes",6,"Bethany is a minstrel with a heart full of adventure, a would-be hero determined to find a missing boy from the town of Llyne, and a friend to all woodland critters. But mostly the dead ones. Because Bethany is also a necromancer. Captured by the vile Lord Rolland, Bethany will make an unlikely friend, who is all-too-good at providing more corpses to raise.",[],32,"May 24, 2020"
Love Voice,165756,https://tapas.io/series/love-voice/info,https://d30womf5coomej.cloudfront.net/sa/f7/7f92ed2a-fdea-417d-a13d-921702e4e4e6_z.jpg,['Hongou '],"['BL', 'Romance']","52,988 views","13,267 subscribers","3,481 likes",6,"Haruya's got a thing for nice voices, and recently, he's become hooked on finding the owner of the voice-making announcements about library books over the PA. The owner of that deep, sexy voice turns out to be the quiet and strange Takashina! So, in order to hear more from him, Haruya resolves to become friends, and get a little closer...",[],7,"Mar 06, 2020"
Sunflower Boy: Flower of Life,118373,https://tapas.io/series/sunflowerboy/info,https://d30womf5coomej.cloudfront.net/sa/f3/dcce855f-2fca-4a2a-95f6-d526b5da749c_z.jpg,['Nie Jun'],"['Fantasy', 'Drama']","39,963 views","4,297 subscribers","3,260 likes",6,"A living mannequin with a sunflower through its heart. A tomboyish girl who embarks on misadventures. A struggling, slightly egotistical, artist. A small town in Arles, France. Welcome to a gorgeous tale where art comes to life.",[],11,"Sep 23, 2018"
Like a Wolf,40808,https://tapas.io/series/likeawolf/info,https://d30womf5coomej.cloudfront.net/sa/ed/2640b844-1811-466c-894f-d5d148ff16f6_z.jpg,['Sehyung Lee '],"['Action', 'Drama']","77,709 views","6,997 subscribers","3,133 likes",6,"In order to pay off debts, Gunt participates in an underground fighting ring. The rules are simple: fight, win, repeat. 

But what Gunt begins to realize is that he's not the only one there with debts to pay and people to protect. The question is, which of these fighters is the hungriest to survive.",[],106,"Aug 16, 2016"
Blossom Crush,140524,https://tapas.io/series/blossomcrush/info,https://d30womf5coomej.cloudfront.net/sa/fa/85fd5a0d-0fa0-4ef2-b13e-aa72ef23d259_z.jpg,"['Kisai Entertainment', 'Ifa']","['Romance', 'Drama', 'Slice of life']","42,852 views","4,864 subscribers","3,053 likes",6,"After an accident kills the love of her life, florist Rosa loses her passion for living. As her mental health withers and wilts, a new love blooms slowly with the arrival of Ethan, a college freshman with a hospitalized mother and estranged father. Not sure if she can ever be happy again, slowly but surely something new grows between them, rife with love triangles, tragedy, and hope for the future.","['#tragedy', '#flower', '#new_love', '#tragedy', '#flower', '#new_love']",27,"May 24, 2019"
The Last Blade,189005,https://tapas.io/series/thelastblade/info,https://d30womf5coomej.cloudfront.net/sa/ac/922a1e44-1368-48ff-a6eb-f93e10984734_z.jpg,"['SNK Corporation', 'Hayden Robel', 'cocoonpro.co']","['Action', 'Drama', 'Gaming', 'Comedy', 'Fantasy']","55,456 views","5,038 subscribers","3,047 likes",https://d30womf5coomej.cloudfront.net/sa/a7/e7ff2a51-49b6-4a9e-aa6f-28eb34c5cc42.gif,"1863. Japan. It is the twilight of the samurai. After finding his adopted brother standing over their father’s dead body, seventeen-year-old swordsman Kaede sets out on a journey of revenge and to hone his god-like powers if they don’t kill him first...

Based on the fighting game series by legendary Japanese developer SNK!",[],26,"Oct 22, 2020"
Ad Mea Sacrificia,213712,https://tapas.io/series/Ad-Mea-Sacrificia/info,https://d30womf5coomej.cloudfront.net/sa/5f/25a64dea-a757-4806-a035-b88044b16d4f_z.jpg,['Diandra'],"['Fantasy', 'Horror', 'Mystery']","28,579 views","2,728 subscribers","3,044 likes",https://d30womf5coomej.cloudfront.net/sa/61/df90e560-7fd0-4fe4-ae3b-2397e9dec5ba.jpg,"The main character finds himself in his room after a traffic accident. As he tries to figure it all out he meets a few unknown faces. He is not home but he soon finds out how he can return: by offering a sacrifice to the gods.

Instagram: @diandra.comics
Twitter: @ComicsDiandra
Patreon: https://www.patreon.com/DiandraComics","['#supernatural', '#webtoon', '#afterlife', '#memory_loss', '#mind_games', '#Male_Lead', '#death_gods', '#death_game', '#supernatural', '#webtoon', '#afterlife', '#memory_loss', '#mind_games', '#Male_Lead', '#death_gods', '#death_game']",32,"Apr 07, 2022"
Les Mis&eacute;rables,178649,https://tapas.io/series/les-miz/info,https://d30womf5coomej.cloudfront.net/sa/4f/d0426d25-c579-4276-b2ee-d2daf909a7d4_z.jpg,"['Crystal S. Chan', 'SunNeko Lee ']",['Drama'],"42,591 views","4,433 subscribers","3,028 likes",4,"Victor Hugo’s classic novel of love & tragedy during the French Revolution is reborn in this adaptation by Crystal S. Chan! In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever. The gorgeous art of SunNeko Lee brings to life the tragic stories of Valjean, Javert, and the beautiful Fantine, in this epic production of Les Misérables!",[],50,"Jul 03, 2020"
Death Architect,31135,https://tapas.io/series/deatharchitect/info,https://d30womf5coomej.cloudfront.net/sa/9c/5e633c18-78ee-4fb6-84d1-5cfa9ea7aa13_z.jpg,"['Park Jong-sung', 'I Soon-Ki']",['Science fiction'],"64,845 views","3,021 subscribers","3,013 likes",7,"Those who die mysterious deaths go on to become legends. All according to plan.

Morality and mortality become intermixed in this action packed thriller that demands the reader to answer the ultimate question: what exactly is worth dying for? 

Meet the man with no name as he embarks on a righteous quest to lend his particular set of talents to those in need at a very high cost, the cost of living. 

To save lives you must take lives and no one does it better than the Death Architect.",[],33,"Mar 28, 2016"
The Code,80463,https://tapas.io/series/thecode/info,https://d30womf5coomej.cloudfront.net/sa/2e/4b57ebd9-d324-4312-b5c7-8d79e2561925_z.jpg,"['Aporia', 'boxheadstudio', 'Steven Chen']","['Drama', 'Action', 'Mystery']","50,479 views","3,461 subscribers","2,927 likes",4,"After the suicide of a mysterious man, a small-town rookie cop named June Porter pulls at the thread of the dead man’s identity to uncover a strange and fascinating history linked to both a Silicon Valley biotech CEO obsessed with discovering a cure for aging, and an ancient rivalry between clans of immortals that stretches back centuries.  

Meanwhile, an unlikely Chinese assassin named Meilin, arrives in St. Petersburg, in search of her brother, kidnapped by a human-trafficking ring run by the Russian mafia. She’s aided by Quinn, a charming stranger who claims to be nearly 150 years old and cut from the same genetic cloth as her. 

Unbeknownst to them, the fate of the human race hinges upon whether or not they, June, and the last-surviving immortals—who have survived only by living in hiding—can join together to prevent the others from uncovering the secret of THE CODE.",[],19,"Sep 20, 2017"
Sera and the Royal Stars,183902,https://tapas.io/series/serandtheroyalstars/info,https://d30womf5coomej.cloudfront.net/sa/d7/ff3af884-e2b7-4256-80f5-d158517643a6_z.jpg,"['Vault Comics', 'Jon Tsuei']","['Fantasy', 'Action', 'Drama']","23,799 views","4,097 subscribers","2,869 likes",https://d30womf5coomej.cloudfront.net/sa/96/58e919e8-dae2-42f6-a853-cc5224c1168d.jpg,"Civil war rages in the Empire of Parsa, and famine has struck. As the seasons refuse to turn, Princess Sera receives a vision from the deity Mitra telling her to find the Royal Stars and restore them to the heavens. Despite her kingdom and her troops’ need of her command, Sera embarks on a quest to find the fallen stars—now trapped on earth—and save her people from dearth and death.",[],49,"Aug 23, 2020"
The Stormy Inn,232172,https://tapas.io/series/the-stormy-inn/info,https://d30womf5coomej.cloudfront.net/sa/dc/4ff3b902-6c8b-48d3-976d-414a7f663063_z.jpg,"['MIYUL', 'JUVI']","['Action', 'Fantasy']","27,900 views","3,522 subscribers","2,703 likes",https://d30womf5coomej.cloudfront.net/sa/ac/12a8ada5-0417-42c2-b000-55d50551ba5b.jpg,"Known simply as “the devil” to his enemies, Zhang Qilin dominated battles for 13 years as commander of the Red Dragon Cavalry. At the end of it all, he wants only one thing: to live an ordinary life. Upon leaving active duty, he heads to the notorious Gold Line Road to purchase The Stormy Inn, which requires serious repair. Qilin assembles a ragtag crew to help him run the place, but with rival inns determined to sabotage him, living an ""ordinary life"" may be more challenging than winning a war!",[],20,"Apr 22, 2022"
Love Blossoms in the Rain,225163,https://tapas.io/series/love-blossoms-in-the-rain/info,https://d30womf5coomej.cloudfront.net/sa/7f/017325c1-d80f-446a-add0-bb933d2c759a_z.jpg,"['Kuaikan Comics', 'Xuan Zhe']","['Romance', 'Drama']","25,866 views","3,941 subscribers","2,694 likes",https://d30womf5coomej.cloudfront.net/sa/60/b2413f46-bd31-47cf-bcc6-94a72de09b96.jpg,"Qianlin and her mother have been hunted by assassins ever since her father visited the Faraway Mountains Academy, but she has no idea why. After years of running, hiding, and seeing the innocent people around her cut down before her eyes, she is the only one still alive. She’s determined to get answers—and revenge. Disguised as a boy, she enrolls in the academy. When the other students try to befriend her, she pushes them away, wary of putting others in danger, but can she complete her quest for revenge alone?",[],45,"Jan 08, 2022"
